sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,maxBStep,avgBStep,countTransact,maxAvailability,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
2387,9,5,389.57599999999996,9,7.99,9.99,81.91,3,7.99,9.99,27.97,2.0,1.0,1.0,600.0,458.0,10.0,4.0,30.0,2.0,66.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6137,13,5,1044.068,47,14.99,119.99,1639.65,3,14.99,49.99,89.97,2.0,1.0,1.0,1000.0,546.0,31.0,1.0,45.0,1.0,148.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
28758,17,6,270.644,6,9.99,17.99,83.94,2,9.99,17.99,27.98,3.0,1.0,1.0,4000.0,517.0,80.0,12.0,41.0,2.0,38.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
48204,17,7,1060.025,16,9.99,29.99,265.84,5,9.99,29.99,82.95,,1.0,1.0,3700.0,70.0,244.0,4.0,48.0,2.0,268.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
21862,11,6,3.534,2,3.0,3.0,6.0,1,3.0,3.0,3.0,,,,1600.0,503.0,153.0,18.0,48.0,2.0,3.0,,,1.0,,,,,,1
40455,11,7,7976.144,17,5.0,29.99,267.84,4,12.99,12.99,51.96,1.0,1.0,1.0,300.0,603.0,1.0,1.0,65.0,2.0,62.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
29523,17,6,4.702,4,9.99,19.99,57.96,4,9.99,19.99,57.96,1.0,1.0,1.0,2500.0,533.0,93.0,11.0,50.0,1.0,7.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
35282,22,6,5205.992,162,3.0,65.0,1888.6,11,4.99,29.99,133.94,,1.0,1.0,800.0,548.0,86.0,3.0,32.0,2.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
41571,12,7,264.372,4,19.99,239.99,459.97,2,19.99,199.99,219.98,,,,4000.0,577.0,264.0,9.0,51.0,2.0,6.0,,,1.0,,,,,,1
45199,15,7,9075.072,34,7.99,179.99,797.77,4,19.99,29.99,104.96,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29881,18,6,406.56199999999995,9,17.99,89.99,557.93,2,89.99,89.99,179.98,2.0,1.0,1.0,800.0,520.0,179.0,12.0,34.0,2.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
22283,12,6,1161.02,50,9.95,24.99,891.15,4,14.99,24.99,89.96,,,,,,,,,,,,,1.0,,,,,,0
7354,14,5,580.773,12,74.99,199.99,1309.92,3,74.99,199.99,474.97,2.0,1.0,1.0,,,,0.0,38.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
40783,11,7,8195.063,16,39.99,199.99,639.92,4,39.99,199.99,319.96,,,,1700.0,501.0,210.0,9.0,37.0,2.0,70.0,,,1.0,,,,,,1
22057,11,6,961.117,14,3.99,39.99,194.94,1,3.99,3.99,3.99,1.0,1.0,1.0,2000.0,525.0,205.0,15.0,54.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34185,21,6,736.672,2,99.99,99.99,199.98,1,99.99,99.99,99.99,1.0,1.0,1.0,4000.0,520.0,219.0,9.0,54.0,2.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28671,17,6,0.0,3,9.99,29.99,65.18,3,9.99,29.99,65.18,,,,17600.0,561.0,219.0,46.0,40.0,2.0,4.0,,,1.0,,,,,,1
31780,19,6,1625.477,16,9.99,99.95,622.53,3,9.99,59.95,129.89,1.0,1.0,1.0,600.0,562.0,84.0,1.0,47.0,2.0,248.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
14643,20,5,33.049,3,69.99,69.99,139.98,1,69.99,69.99,69.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
11029,17,5,797.0010000000001,15,12.99,29.99,313.85,4,12.99,29.99,85.96,3.0,1.0,1.0,8500.0,534.0,164.0,12.0,48.0,2.0,24.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
24667,14,6,8063.818,123,7.0,23.99,1500.85,14,7.0,19.99,179.37,4.0,1.0,1.0,600.0,541.0,64.0,4.0,32.0,1.0,120.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4924,12,5,1127.243,29,14.99,189.99,858.76,3,14.99,189.99,220.98,4.0,1.0,1.0,400.0,473.0,203.0,7.0,35.0,2.0,24.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45886,15,7,738.39,35,13.99,79.99,897.65,5,17.99,79.99,155.95,,,,2100.0,525.0,231.0,18.0,42.0,2.0,8.0,,,1.0,,,,,,1
8185,15,5,1882.737,14,7.99,37.95,456.5,4,29.95,37.95,137.84,3.0,1.0,1.0,0.0,386.0,13.0,8.0,39.0,1.0,183.0,3.0,2.3333333333333335,3.0,1.0,1.0,1.0,1.0,1.0,0
47139,16,7,0.0,1,17.99,17.99,17.99,1,17.99,17.99,17.99,,,,500.0,556.0,219.0,2.0,58.0,2.0,14.0,,,1.0,,,,,,1
8967,15,5,269.05,6,20.0,49.99,209.97,2,20.0,49.99,69.99,,,,,,,,,,,,,1.0,,,,,,0
9509,16,5,251.627,2,899.0,899.0,1798.0,1,899.0,899.0,899.0,2.0,1.0,1.0,,,,,,,,2.0,1.5,2.0,1.0,1.0,1.0,1.0,1.0,1
47487,16,7,283.657,3,699.0,699.0,1398.0,1,699.0,699.0,699.0,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44230,14,7,163.809,9,19.99,59.99,299.91,3,19.99,59.99,99.97,,,,1900.0,476.0,151.0,12.0,46.0,2.0,36.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
9981,16,5,5447.514,144,9.99,39.99,3284.65,19,14.99,39.99,389.81,,1.0,1.0,2500.0,582.0,184.0,2.0,38.0,2.0,187.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1
46617,16,7,523.286,18,6.99,49.99,323.32,3,16.8,24.99,58.59,1.0,1.0,1.0,4000.0,525.0,107.0,24.0,42.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
49759,18,7,1234.964,36,39.96,129.99,2478.39,8,39.96,79.95,599.61,,,,,,,,,,,,,1.0,,,,,,1
43979,14,7,1740.2160000000001,8,69.99,599.99,2189.92,2,89.99,599.99,689.98,5.0,1.0,1.0,,,,,,,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20512,10,6,6787.715,34,0.0,3.0,34.0,11,0.0,1.0,10.0,1.0,1.0,1.0,10000.0,461.0,27.0,395.0,45.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
37345,8,7,502.726,5,9.99,9.99,49.95,2,9.99,9.99,19.98,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28436,17,6,5111.813,141,6.99,99.95,3320.45,24,6.99,59.99,539.26,1.0,1.0,1.0,3000.0,576.0,37.0,3.0,32.0,2.0,21.0,2.0,1.5,2.0,1.0,1.0,1.0,1.0,1.0,1
2324,9,5,481.031,23,19.99,139.95,700.99,1,19.99,19.99,19.99,,,,2700.0,515.0,220.0,7.0,56.0,2.0,27.0,,,1.0,,,,,,0
6268,13,5,3449.134,38,9.99,45.99,609.71,7,9.99,45.99,150.93,1.0,1.0,3.0,2300.0,542.0,311.0,10.0,51.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1
33221,20,6,1745.836,6,0.0,44.0,132.0,2,0.0,44.0,44.0,4.0,1.0,1.0,30000.0,517.0,122.0,164.0,50.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
17494,23,5,969.0939999999999,14,799.0,1399.0,10188.0,1,799.0,799.0,799.0,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24651,14,6,5687.811,79,3.99,499.99,2827.77,8,7.99,99.9,306.72,4.0,1.0,1.0,300.0,502.0,107.0,6.0,40.0,2.0,173.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
39994,11,7,1235.045,11,34.99,69.99,494.9,3,34.99,69.99,159.97,,,,2900.0,476.0,61.0,10.0,27.0,2.0,18.0,,,1.0,,,,,,0
20594,10,6,1935.078,23,2.99,34.99,387.8,4,2.99,24.99,50.96,2.0,1.0,1.0,800.0,476.0,136.0,10.0,66.0,2.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
44859,14,7,9731.18,72,0.0,179.99,960.58,6,0.0,10.0,32.0,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
21644,11,6,83.36200000000001,10,30.0,50.0,360.0,5,30.0,50.0,180.0,,,,,,,,,,,,,1.0,,,,,,0
48541,17,7,351.199,5,3.99,79.99,233.87,5,3.99,79.99,233.87,3.0,1.0,1.0,600.0,588.0,84.0,6.0,43.0,2.0,174.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2814,10,5,853.258,30,9.99,49.99,831.72,8,9.99,49.99,225.92,,1.0,1.0,900.0,479.0,165.0,12.0,32.0,2.0,37.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
30156,18,6,0.0,3,19.99,24.99,64.97,3,19.99,24.99,64.97,,,,900.0,513.0,46.0,10.0,43.0,2.0,37.0,,,1.0,,,,,,1
32715,20,6,7304.441999999999,18,19.99,79.99,849.82,6,19.99,79.99,219.94,1.0,1.0,1.0,300.0,442.0,82.0,14.0,43.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6512,13,5,35.374,4,0.0,4.99,9.98,2,0.0,4.99,4.99,,,,,,,,,,,,,1.0,,,,,,0
32784,20,6,8447.143,46,7.99,49.99,334.81,2,7.99,12.99,20.98,,1.0,1.0,4000.0,573.0,96.0,29.0,38.0,1.0,41.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
3161,10,5,634.927,5,39.99,69.9,309.59,1,69.9,69.9,69.9,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4459,11,5,139.622,11,3.99,19.99,96.9,10,3.99,19.99,92.91,,,,600.0,563.0,187.0,3.0,36.0,2.0,64.0,,,1.0,,,,,,1
45536,15,7,4332.779,60,4.99,134.99,2390.4,2,42.99,99.99,142.98,,1.0,1.0,2300.0,567.0,76.0,9.0,51.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0
3294,10,5,1308.815,12,59.0,76.45,636.19,2,76.45,76.45,152.9,1.0,1.0,1.0,2900.0,510.0,149.0,10.0,45.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
19962,9,6,3228.302,36,7.0,99.95,1604.31,2,59.95,65.95,125.9,3.0,1.0,1.0,600.0,566.0,68.0,10.0,40.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
5986,13,5,6795.706,34,9.99,329.99,2045.7,5,9.99,329.99,529.95,,,,,,,,,,,,,1.0,,,,,,1
17222,22,5,2608.735,81,7.0,99.95,3587.54,19,9.99,64.99,870.61,2.0,1.0,1.0,800.0,553.0,24.0,7.0,39.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
37476,8,7,20.471,0,,,,0,,,,2.0,1.0,1.0,,,,,,,,3.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,1
33115,20,6,0.0,1,9.99,9.99,9.99,1,9.99,9.99,9.99,,,,800.0,70.0,57.0,0.0,28.0,2.0,652.0,,,1.0,,,,,,1
20729,10,6,1590.3,46,1.0,5.0,140.0,2,3.0,5.0,8.0,,,,,,,,,,,,,1.0,,,,,,0
39671,10,7,1014.6669999999999,10,19.99,19.99,199.9,1,19.99,19.99,19.99,2.0,1.0,1.0,1200.0,557.0,49.0,3.0,43.0,1.0,116.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29504,17,6,7386.887,59,599.0,1299.0,60491.0,9,899.0,1299.0,9891.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
28943,17,6,5290.172,72,7.95,1899.99,20721.1,12,7.95,379.0,1000.8,,,,,,,,,,,,,3.0,,,,,,0
3647,11,5,7215.264,24,4.99,34.99,301.71,10,4.99,34.99,141.86,4.0,1.0,1.0,2500.0,551.0,220.0,26.0,57.0,2.0,36.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36383,2,7,158.487,7,9.99,29.99,149.93,3,9.99,29.99,59.97,,,,10000.0,504.0,177.0,65.0,51.0,2.0,60.0,,,1.0,,,,,,1
40943,11,7,4001.4,76,15.99,99.99,2101.43,15,17.99,79.99,716.85,3.0,1.0,1.0,2500.0,471.0,151.0,6.0,40.0,1.0,60.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
1636,9,5,203.84599999999998,3,49.99,49.99,99.98,1,49.99,49.99,49.99,,,,600.0,598.0,221.0,4.0,41.0,2.0,227.0,,,1.0,,,,,,1
28612,17,6,1009.587,16,9.99,69.99,341.9,1,39.99,39.99,39.99,5.0,1.0,1.0,,,,,,,,5.0,3.5,2.0,1.0,1.0,1.0,1.0,1.0,0
33757,21,6,960.331,20,24.99,49.99,199.94,2,24.99,49.99,74.98,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
33677,20,6,524.016,9,349.99,349.99,1399.96,2,349.99,349.99,699.98,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27286,16,6,777.6089999999999,6,49.99,49.99,299.94,1,49.99,49.99,49.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
384,7,5,489.921,10,9.99,209.99,1139.9,3,9.99,209.99,239.97,,,,,,,,,,,,,1.0,,,,,,0
28119,17,6,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,,,,,,,,,,,,,1.0,,,,,,0
31937,19,6,908.074,3,13.99,13.99,27.98,1,13.99,13.99,13.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7505,14,5,1884.973,16,12.0,69.99,519.86,2,24.99,27.99,52.98,,,,,,,,,,,,,1.0,,,,,,0
47521,16,7,5426.929,4,499.0,799.99,2898.97,1,799.99,799.99,799.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6528,13,5,0.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,,,,,,,,,,,,,1.0,,,,,,0
12024,18,5,796.252,5,14.99,14.99,59.96,2,14.99,14.99,29.98,,,,,,,,,,,,,1.0,,,,,,0
30544,18,6,1046.837,20,9.99,39.99,588.4,11,9.99,39.99,266.85,,,,2800.0,517.0,219.0,11.0,38.0,2.0,191.0,,,1.0,,,,,,0
17591,23,5,531.336,2,99.99,99.99,199.98,1,99.99,99.99,99.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6798,13,5,247.804,4,7.0,9.0,32.0,2,7.0,9.0,16.0,4.0,1.0,1.0,1600.0,449.0,72.0,14.0,58.0,2.0,11.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
47906,17,7,249.75099999999998,3,19.99,19.99,59.97,1,19.99,19.99,19.99,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1
29245,17,6,50.629,5,49.99,49.99,99.98,1,49.99,49.99,49.99,2.0,1.0,1.0,600.0,555.0,14.0,8.0,30.0,2.0,26.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
21356,11,6,2121.637,45,3.0,49.99,442.89,3,49.99,49.99,149.97,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
17581,23,5,994.0039999999999,31,19.99,49.99,1146.69,7,19.99,49.99,246.93,1.0,1.0,1.0,1000.0,537.0,24.0,9.0,43.0,2.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34117,21,6,650.3290000000001,25,4.99,129.99,958.81,16,4.99,129.99,618.84,,,,300.0,554.0,93.0,10.0,31.0,2.0,19.0,,,1.0,,,,,,1
17110,22,5,0.0,1,6.99,6.99,6.99,1,6.99,6.99,6.99,,,,300.0,537.0,5.0,0.0,53.0,1.0,32.0,,,1.0,,,,,,0
46541,16,7,1465.725,60,3.99,34.99,1244.25,8,3.99,29.99,149.96,,,,4000.0,516.0,211.0,11.0,46.0,2.0,10.0,,,1.0,,,,,,1
10066,16,5,399.129,13,25.99,69.99,445.87,5,25.99,69.99,181.95,,,,1100.0,514.0,19.0,23.0,21.0,2.0,17.0,,,1.0,,,,,,1
43828,14,7,1055.23,23,49.99,149.99,2339.77,1,89.99,89.99,89.99,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1
7825,14,5,424.165,4,19.99,19.99,19.99,1,19.99,19.99,19.99,1.0,1.0,1.0,8000.0,563.0,299.0,31.0,53.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3850,11,5,1047.323,5,279.99,279.99,1399.95,1,279.99,279.99,279.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32594,20,6,1383.787,130,7.99,89.95,4016.76,2,25.95,25.95,51.9,4.0,1.0,1.0,600.0,429.0,22.0,11.0,62.0,1.0,31.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32197,19,6,1627.136,23,15.0,259.99,1151.9,2,99.99,129.99,229.98,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
16581,21,5,488.944,14,19.99,19.99,99.95,2,19.99,19.99,39.98,,,,,,,,,,,,,1.0,,,,,,1
21151,10,6,14924.358,24,10.0,69.95,479.7,2,17.99,17.99,35.98,,,,4000.0,541.0,23.0,4.0,46.0,2.0,26.0,,,1.0,,,,,,1
1310,8,5,5976.932,111,3.99,49.99,1524.13,12,4.99,25.2,192.18,,,,800.0,481.0,45.0,14.0,40.0,1.0,11.0,,,1.0,,,,,,1
35328,22,6,1131.257,21,3.99,99.79,502.53,6,3.99,49.99,105.95,,1.0,1.0,900.0,577.0,154.0,5.0,59.0,1.0,145.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
27722,16,6,42.547,2,399.99,399.99,799.98,1,399.99,399.99,399.99,1.0,1.0,1.0,600.0,583.0,72.0,7.0,53.0,2.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6887,13,5,544.93,11,19.99,94.99,329.91,3,19.99,94.99,134.97,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
39036,10,7,1112.17,20,19.99,129.99,924.8,1,34.99,34.99,34.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
19262,8,6,7484.706999999999,72,7.99,199.99,1530.34,7,9.99,44.95,147.89,1.0,1.0,1.0,1300.0,517.0,145.0,1.0,48.0,2.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30856,18,6,2183.185,71,4.99,59.95,1297.24,5,5.99,29.99,95.95,,,,4000.0,540.0,219.0,7.0,55.0,2.0,15.0,,,1.0,,,,,,0
38109,9,7,2500.8,76,1.0,19.99,726.78,0,,,,3.0,1.0,1.0,1200.0,455.0,29.0,25.0,26.0,2.0,28.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
33073,20,6,1458.2620000000002,25,3.99,67.21,485.2,3,9.99,17.99,42.97,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28827,17,6,2460.782,48,7.0,29.99,768.59,13,7.0,29.99,196.88,1.0,1.0,3.0,500.0,455.0,86.0,15.0,37.0,2.0,68.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1
35799,23,6,3879.2209999999995,6,19.99,30.0,139.98,2,19.99,20.0,39.99,,,,,,,,,,,,,1.0,,,,,,1
828,8,5,708.3439999999999,6,2.95,12.99,42.78,2,2.95,6.95,9.9,,1.0,1.0,3000.0,510.0,98.0,33.0,27.0,2.0,10.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
30665,18,6,0.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,,,,800.0,495.0,257.0,26.0,41.0,2.0,10.0,,,1.0,,,,,,1
11795,18,5,1040.135,24,1.0,19.99,182.92,5,9.99,19.99,67.95,,,,3400.0,568.0,222.0,21.0,51.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
48388,17,7,1902.241,28,12.99,89.95,1436.77,5,29.95,59.95,219.75,2.0,1.0,1.0,4000.0,572.0,52.0,6.0,52.0,1.0,211.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
14280,20,5,810.27,9,399.99,449.99,2149.95,2,399.99,449.99,849.98,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
47092,16,7,565.428,10,24.99,29.99,269.9,4,24.99,29.99,109.96,2.0,1.0,1.0,600.0,603.0,137.0,4.0,59.0,1.0,91.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6756,13,5,1048.896,17,5.99,9.99,126.83,2,5.99,7.99,13.98,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1
9293,16,5,6.98,2,299.99,299.99,599.98,1,299.99,299.99,299.99,,,,,,,,,,,,,1.0,,,,,,0
22591,12,6,5115.564,54,19.99,1749.99,33329.53,3,19.99,24.99,64.97,,1.0,1.0,,,,0.0,68.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
22960,12,6,344.29,3,9.99,14.99,39.97,3,9.99,14.99,39.97,2.0,1.0,1.0,4000.0,597.0,204.0,8.0,48.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
37274,8,7,123.12,14,9.95,25.95,237.54,4,9.95,25.95,67.81,,,,600.0,451.0,38.0,0.0,49.0,1.0,51.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
36515,5,7,98.89399999999999,1,49.99,49.99,49.99,1,49.99,49.99,49.99,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
26521,15,6,104.036,2,899.0,899.0,1798.0,1,899.0,899.0,899.0,,,,1800.0,500.0,186.0,10.0,53.0,2.0,9.0,,,1.0,,,,,,1
4229,11,5,1775.335,80,6.99,99.99,1437.38,1,8.39,8.39,8.39,5.0,1.0,1.0,,,,,,,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
12868,19,5,97.40899999999999,2,24.99,24.99,49.98,1,24.99,24.99,24.99,3.0,1.0,1.0,100.0,549.0,5.0,1.0,27.0,2.0,160.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
42479,13,7,2517.074,119,12.99,44.99,1423.28,1,16.99,16.99,16.99,,1.0,1.0,200.0,477.0,108.0,9.0,40.0,2.0,74.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0
1670,9,5,1197.078,5,49.99,49.99,199.96,2,49.99,49.99,99.98,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
22662,12,6,471.24300000000005,46,1.0,24.99,185.98,5,3.0,5.0,19.0,,,,2900.0,487.0,138.0,17.0,40.0,2.0,14.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1
34270,21,6,4650.157,29,5.0,29.99,207.91,6,7.0,29.99,87.96,4.0,1.0,1.0,5000.0,614.0,19.0,61.0,34.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2240,9,5,1052.9389999999999,25,10.99,91.5,373.26,7,10.99,14.99,80.93,5.0,1.0,1.0,900.0,482.0,181.0,3.0,51.0,1.0,63.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29309,17,6,200.227,6,9.99,59.95,199.86,6,9.99,59.95,199.86,4.0,1.0,1.0,600.0,80.0,140.0,0.0,35.0,1.0,44.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
13080,19,5,903.429,52,5.99,19.99,509.54,6,5.99,19.99,61.94,1.0,1.0,1.0,2500.0,490.0,94.0,10.0,31.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
40895,11,7,261.589,5,3.99,19.99,55.95,5,3.99,19.99,55.95,1.0,1.0,1.0,300.0,506.0,221.0,0.0,46.0,1.0,601.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
32650,20,6,902.5110000000001,6,59.95,59.95,299.75,1,59.95,59.95,59.95,2.0,1.0,1.0,300.0,544.0,4.0,1.0,41.0,1.0,126.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3014,10,5,11101.043,110,6.99,39.95,1522.99,3,10.0,12.99,35.98,,,,1000.0,521.0,52.0,11.0,36.0,2.0,92.0,,,1.0,,,,,,1
17198,22,5,136.762,12,359.99,439.99,4799.88,1,359.99,359.99,359.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
32036,19,6,678.426,17,14.99,49.99,612.82,2,29.0,49.99,78.99,,,,,,,,,,,,,1.0,,,,,,0
9384,16,5,285.57,7,9.74,24.99,122.43,1,24.99,24.99,24.99,,,,300.0,537.0,106.0,18.0,28.0,2.0,161.0,,,1.0,,,,,,1
11247,17,5,352.21,12,3.99,29.99,205.88,5,3.99,29.99,84.95,,1.0,1.0,300.0,484.0,0.0,1.0,20.0,1.0,15.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
21476,11,6,3343.175,19,12.49,25.0,344.78,5,12.49,25.0,102.43,,,,4000.0,514.0,139.0,12.0,32.0,2.0,15.0,,,1.0,,,,,,1
30561,18,6,1988.5629999999999,25,59.95,99.95,1678.79,6,59.95,89.95,389.7,,,,4000.0,543.0,191.0,15.0,35.0,2.0,221.0,,,1.0,,,,,,1
45111,15,7,60.674,2,9.99,9.99,19.98,1,9.99,9.99,9.99,,,,1400.0,451.0,194.0,7.0,58.0,2.0,283.0,,,1.0,,,,,,1
3643,11,5,298.82599999999996,6,4.99,59.99,120.94,6,4.99,59.99,120.94,4.0,1.0,1.0,4000.0,572.0,326.0,5.0,66.0,1.0,57.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25621,15,6,316.075,2,139.99,139.99,279.98,1,139.99,139.99,139.99,2.0,1.0,1.0,5000.0,70.0,248.0,1.0,52.0,2.0,282.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
