sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder|order
567|7|5|8.553|2|549.99|549.99|1099.98|1|549.99|549.99|549.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
567|7|5|23.113|2|549.99|549.99|1099.98|1|549.99|549.99|549.99|4|y|completely orderable|?|?|?|?|?|?|?|?|n
568|7|5|400.485|3|399.99|399.99|1199.97|1|399.99|399.99|399.99|?|?|?|260|4500|588|127|13|45|1|11|n
568|7|5|424.94|3|399.99|399.99|1199.97|1|399.99|399.99|399.99|1|y|completely orderable|260|4500|588|127|13|45|1|11|n
569|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
569|7|5|50.268|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
570|7|5|56.783|4|74.95|74.99|299.92|1|74.99|74.99|74.99|?|?|?|?|?|?|?|?|?|?|?|n
570|7|5|95.371|4|74.95|74.99|299.92|1|74.99|74.99|74.99|1|y|completely not orderable|?|?|?|?|?|?|?|?|n
570|7|5|136.066|6|74.95|74.99|449.9|2|74.99|74.99|149.98|?|?|?|?|?|?|?|?|?|?|?|n
570|7|5|173.13|6|74.95|74.99|449.9|2|74.99|74.99|149.98|1|y|mixed|?|?|?|?|?|?|?|?|n
570|7|5|189.049|6|74.95|74.99|449.9|2|74.99|74.99|149.98|1|y|completely orderable|?|?|?|?|?|?|?|?|n
570|7|5|230.187|6|74.95|74.99|449.9|2|74.99|74.99|149.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
571|7|5|72.607|3|10.92|10.92|32.76|1|10.92|10.92|10.92|?|?|?|?|?|?|?|?|?|?|?|y
571|7|5|82.784|3|10.92|10.92|32.76|1|10.92|10.92|10.92|2|y|completely orderable|?|?|?|?|?|?|?|?|y
571|7|5|212.316|3|10.92|10.92|32.76|1|10.92|10.92|10.92|2|y|completely orderable|?|?|?|?|?|?|?|?|y
571|7|5|227.661|3|10.92|10.92|32.76|1|10.92|10.92|10.92|3|y|completely orderable|?|?|?|?|?|?|?|?|y
571|7|5|264.416|3|10.92|10.92|32.76|1|10.92|10.92|10.92|4|y|completely orderable|?|?|?|?|?|?|?|?|y
571|7|5|337.939|3|10.92|10.92|32.76|1|10.92|10.92|10.92|5|y|completely orderable|?|?|?|?|?|?|?|?|y
572|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
572|7|5|12.505|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
573|7|5|15.945|2|3.99|3.99|7.98|1|3.99|3.99|3.99|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|186.068|12|3.99|29.99|307.88|2|3.99|29.99|33.98|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|271.553|19|3.99|29.99|377.81|3|3.99|29.99|43.97|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|459.295|23|3.99|29.99|429.77|4|3.99|29.99|56.96|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|618.294|37|3.99|29.99|614.63|5|3.99|29.99|71.95|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|734.692|43|3.99|29.99|722.33|6|3.99|29.99|89.9|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|775.14|46|3.99|29.99|761.3|7|3.99|29.99|102.89|?|?|?|261|3700|529|355|21|51|2|14|y
573|7|5|860.178|46|3.99|29.99|761.3|7|3.99|29.99|102.89|2|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|871.745|46|3.99|29.99|761.3|7|3.99|29.99|102.89|3|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|921.379|46|3.99|29.99|761.3|7|3.99|29.99|102.89|4|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|951.113|46|3.99|29.99|761.3|7|3.99|29.99|102.89|5|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|971.07|46|3.99|29.99|761.3|7|3.99|29.99|102.89|1|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1004.654|46|3.99|29.99|761.3|7|3.99|29.99|102.89|1|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1017.568|46|3.99|29.99|761.3|7|3.99|29.99|102.89|1|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1051.329|46|3.99|29.99|761.3|7|3.99|29.99|102.89|1|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1069.234|46|3.99|29.99|761.3|7|3.99|29.99|102.89|3|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1096.318|46|3.99|29.99|761.3|7|3.99|29.99|102.89|4|y|completely orderable|261|3700|529|355|21|51|2|14|y
573|7|5|1105.222|46|3.99|29.99|761.3|7|3.99|29.99|102.89|5|y|completely orderable|261|3700|529|355|21|51|2|14|y
574|7|5|250.709|7|9.99|9.99|29.97|1|9.99|9.99|9.99|?|?|?|262|1000|573|166|15|52|2|67|y
574|7|5|1069.59|19|9.99|19.95|120.77|2|9.99|19.95|29.94|?|?|?|262|1000|573|166|15|52|2|67|y
574|7|5|2773.365|34|7.99|19.95|136.75|3|7.99|19.95|37.93|?|?|?|262|1000|573|166|15|52|2|67|y
574|7|5|2882.369|37|3.99|19.95|144.73|4|3.99|19.95|41.92|?|?|?|262|1000|573|166|15|52|2|67|y
574|7|5|3704.328|39|3.99|19.95|144.73|4|3.99|19.95|41.92|1|y|completely orderable|262|1000|573|166|15|52|2|67|y
574|7|5|3733.646|39|3.99|19.95|144.73|4|3.99|19.95|41.92|2|y|completely orderable|262|1000|573|166|15|52|2|67|y
574|7|5|3783.749|39|3.99|19.95|144.73|4|3.99|19.95|41.92|3|y|completely orderable|262|1000|573|166|15|52|2|67|y
574|7|5|3877.847|39|3.99|19.95|144.73|4|3.99|19.95|41.92|4|y|completely orderable|262|1000|573|166|15|52|2|67|y
574|7|5|3910.463|39|3.99|19.95|144.73|4|3.99|19.95|41.92|5|n|completely orderable|262|1000|573|166|15|52|2|67|y
575|7|5|126.555|10|3.0|29.99|172.94|1|29.99|29.99|29.99|?|?|?|?|?|?|?|?|?|?|?|n
575|7|5|174.792|13|3.0|29.99|262.91|2|29.99|29.99|59.98|?|?|?|?|?|?|?|?|?|?|?|n
575|7|5|185.992|13|3.0|29.99|262.91|2|29.99|29.99|59.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
575|7|5|267.976|13|3.0|29.99|262.91|2|29.99|29.99|59.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
576|7|5|515.32|4|14.99|39.99|112.47|1|39.99|39.99|39.99|?|?|?|?|?|?|?|?|?|?|?|n
576|7|5|595.675|7|12.99|39.99|151.44|2|12.99|39.99|52.98|?|?|?|?|?|?|?|?|?|?|?|n
576|7|5|641.082|9|7.99|39.99|167.42|3|7.99|39.99|60.97|?|?|?|?|?|?|?|?|?|?|?|n
576|7|5|679.739|11|7.99|39.99|187.4|4|7.99|39.99|70.96|?|?|?|?|?|?|?|?|?|?|?|n
576|7|5|718.904|13|7.99|39.99|209.38|5|7.99|39.99|81.95|?|?|?|?|?|?|?|?|?|?|?|n
576|7|5|1000.032|13|7.99|39.99|209.38|5|7.99|39.99|81.95|2|y|completely orderable|?|?|?|?|?|?|?|?|n
577|7|5|164.4|7|222.0|999.99|2425.96|1|222.0|222.0|222.0|?|?|?|?|?|?|?|?|?|?|?|n
577|7|5|190.241|7|222.0|999.99|2425.96|1|222.0|222.0|222.0|1|y|completely orderable|?|?|?|?|?|?|?|?|n
577|7|5|215.937|10|222.0|999.99|3115.93|2|222.0|229.99|451.99|?|?|?|?|?|?|?|?|?|?|?|n
577|7|5|224.45|10|222.0|999.99|3115.93|2|222.0|229.99|451.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
577|7|5|300.838|13|159.99|999.99|3595.9|3|159.99|229.99|611.98|?|?|?|?|?|?|?|?|?|?|?|n
577|7|5|308.658|13|159.99|999.99|3595.9|3|159.99|229.99|611.98|1|y|mainly orderable|?|?|?|?|?|?|?|?|n
578|7|5|4.312|2|34.95|34.95|69.9|1|34.95|34.95|34.95|?|?|?|263|800|541|267|14|47|2|49|n
578|7|5|29.898|2|34.95|34.95|69.9|1|34.95|34.95|34.95|1|y|completely not orderable|263|800|541|267|14|47|2|49|n
579|7|5|5.006|2|15.99|15.99|31.98|1|15.99|15.99|15.99|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|93.554|4|1.0|15.99|33.98|2|1.0|15.99|16.99|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|773.235|51|1.0|15.99|182.98|3|1.0|15.99|21.99|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|1419.243|72|1.0|15.99|287.98|4|1.0|15.99|26.99|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|6939.632|110|1.0|16.99|643.76|5|1.0|15.99|36.98|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|7254.668|114|1.0|22.99|726.72|6|1.0|19.99|56.97|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|8248.27|121|1.0|39.99|882.67|7|1.0|29.99|86.96|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|8664.201|121|1.0|39.99|882.67|7|1.0|29.99|86.96|2|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|8674.151|121|1.0|39.99|882.67|7|1.0|29.99|86.96|1|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|8840.871|121|1.0|39.99|882.67|7|1.0|29.99|86.96|2|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|8851.496|121|1.0|39.99|882.67|7|1.0|29.99|86.96|1|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|9424.422|121|1.0|39.99|882.67|7|1.0|29.99|86.96|2|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|9457.065|124|1.0|39.99|912.64|8|1.0|29.99|96.95|?|?|?|?|?|?|?|?|?|?|?|n
579|7|5|9584.714|126|1.0|39.99|922.64|8|1.0|29.99|96.95|2|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|9823.718|126|1.0|39.99|922.64|8|1.0|29.99|96.95|2|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|9831.099|126|1.0|39.99|922.64|8|1.0|29.99|96.95|1|y|completely orderable|?|?|?|?|?|?|?|?|n
579|7|5|9885.286|126|1.0|39.99|922.64|8|1.0|29.99|96.95|2|y|completely orderable|?|?|?|?|?|?|?|?|n
580|7|5|252.583|5|99.99|99.99|199.98|1|99.99|99.99|99.99|?|?|?|264|3000|566|171|15|55|2|24|y
580|7|5|967.138|31|17.95|550.0|3397.61|2|99.99|299.0|398.99|?|?|?|264|3000|566|171|15|55|2|24|y
580|7|5|2003.229|32|17.95|550.0|3487.56|2|99.99|299.0|398.99|1|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2089.46|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|1|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2128.747|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|2|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2191.789|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|2|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2225.881|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|2|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2273.181|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|3|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2311.231|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|4|y|completely orderable|264|3000|566|171|15|55|2|24|y
580|7|5|2341.001|33|17.95|550.0|3786.56|2|99.99|299.0|398.99|5|y|completely orderable|264|3000|566|171|15|55|2|24|y
581|7|5|0.0|1|39.99|39.99|39.99|1|39.99|39.99|39.99|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|27.345|2|19.99|39.99|59.98|2|19.99|39.99|59.98|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|42.714|3|19.99|39.99|82.97|3|19.99|39.99|82.97|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|107.307|4|19.99|39.99|109.96|4|19.99|39.99|109.96|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|219.15|10|7.99|39.99|157.9|5|7.99|39.99|117.95|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|243.227|13|7.99|39.99|187.87|6|7.99|39.99|127.94|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|413.599|19|7.99|39.99|348.65|7|7.99|39.99|153.14|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|547.984|26|7.99|39.99|548.58|8|7.99|39.99|183.13|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|639.582|29|7.99|39.99|653.55|9|7.99|39.99|218.12|?|?|?|265|1400|487|24|38|27|2|60|n
581|7|5|664.464|29|7.99|39.99|653.55|9|7.99|39.99|218.12|1|y|completely orderable|265|1400|487|24|38|27|2|60|n
581|7|5|750.245|29|7.99|39.99|653.55|9|7.99|39.99|218.12|2|y|completely orderable|265|1400|487|24|38|27|2|60|n
581|7|5|772.702|29|7.99|39.99|653.55|9|7.99|39.99|218.12|2|y|completely orderable|265|1400|487|24|38|27|2|60|n
582|7|5|236.737|5|19.99|19.99|59.97|1|19.99|19.99|19.99|?|?|?|266|300|504|7|5|37|2|52|n
583|7|5|82.508|2|199.99|199.99|399.98|1|199.99|199.99|199.99|?|?|?|?|?|?|?|?|?|?|?|n
583|7|5|103.587|2|199.99|199.99|399.98|1|199.99|199.99|199.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
584|7|5|59.299|3|54.99|54.99|164.97|1|54.99|54.99|54.99|?|?|?|267|600|582|37|1|44|2|77|y
584|7|5|76.393|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|182.676|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|217.974|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|239.161|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|336.431|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|348.499|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|373.431|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|400.52|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|412.933|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|428.177|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|466.835|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|570.649|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|599.099|3|54.99|54.99|164.97|1|54.99|54.99|54.99|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2577.481|5|54.99|54.99|274.95|2|54.99|54.99|109.98|?|?|?|267|600|582|37|1|44|2|77|y
584|7|5|2598.041|5|54.99|54.99|274.95|2|54.99|54.99|109.98|1|y|?|267|600|582|37|1|44|2|77|y
584|7|5|2628.359|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2638.304|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2718.598|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2739.669|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2772.696|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2798.559|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2815.036|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2831.782|5|54.99|54.99|274.95|2|54.99|54.99|109.98|2|y|completely orderable|267|600|582|37|1|44|2|77|y
584|7|5|2857.03|5|54.99|54.99|274.95|2|54.99|54.99|109.98|?|y|completely orderable|267|600|582|37|1|44|2|77|y
585|7|5|579.506|29|3.0|7.0|165.0|1|7.0|7.0|7.0|?|?|?|268|900|524|17|30|29|2|12|y
585|7|5|909.548|51|3.0|10.0|359.98|2|4.99|7.0|11.99|?|?|?|268|900|524|17|30|29|2|12|y
585|7|5|923.943|52|3.0|10.0|359.98|3|4.99|7.0|11.99|?|?|?|268|900|524|17|30|29|2|12|y
585|7|5|931.076|52|3.0|10.0|359.98|3|4.99|7.0|11.99|1|y|mainly orderable|268|900|524|17|30|29|2|12|y
585|7|5|956.256|52|3.0|10.0|359.98|3|4.99|7.0|11.99|1|y|completely orderable|268|900|524|17|30|29|2|12|y
585|7|5|963.407|52|3.0|10.0|359.98|3|4.99|7.0|11.99|1|y|completely orderable|268|900|524|17|30|29|2|12|y
585|7|5|1027.062|55|3.0|10.0|389.98|4|4.99|10.0|21.99|?|?|?|268|900|524|17|30|29|2|12|y
585|7|5|1033.149|55|3.0|10.0|389.98|4|4.99|10.0|21.99|?|y|completely orderable|268|900|524|17|30|29|2|12|y
586|7|5|22.805|2|44.99|44.99|89.98|1|44.99|44.99|44.99|?|?|?|?|?|?|?|?|?|?|?|n
586|7|5|537.047|10|29.99|44.99|227.94|2|29.99|44.99|74.98|?|?|?|?|?|?|?|?|?|?|?|n
586|7|5|569.586|10|29.99|44.99|227.94|2|29.99|44.99|74.98|1|y|completely orderable|?|?|?|?|?|?|?|?|n
586|7|5|590.109|10|29.99|44.99|227.94|2|29.99|44.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
586|7|5|999.895|10|29.99|44.99|227.94|2|29.99|44.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
586|7|5|1026.936|10|29.99|44.99|227.94|2|29.99|44.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
586|7|5|1072.361|10|29.99|44.99|227.94|2|29.99|44.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
586|7|5|1146.405|10|29.99|44.99|227.94|2|29.99|44.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
587|7|5|789.878|37|21.0|999.99|19810.64|1|339.99|339.99|339.99|?|?|?|?|?|?|?|?|?|?|?|n
587|7|5|2044.986|82|21.0|999.99|37120.19|2|199.99|339.99|539.98|?|?|?|?|?|?|?|?|?|?|?|n
588|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
589|7|5|0.0|1|?|?|?|1|?|?|?|?|?|?|269|300|70|14|0|26|2|21|y
589|7|5|0.0|2|19.99|19.99|19.99|2|19.99|19.99|19.99|?|?|?|269|300|70|14|0|26|2|21|y
589|7|5|0.0|3|19.99|69.99|89.98|3|19.99|69.99|89.98|?|?|?|269|300|70|14|0|26|2|21|y
589|7|5|4.443|3|19.99|69.99|89.98|3|19.99|69.99|89.98|1|y|completely orderable|269|300|70|14|0|26|2|21|y
589|7|5|41.126|3|19.99|69.99|89.98|3|19.99|69.99|89.98|2|y|completely orderable|269|300|70|14|0|26|2|21|y
589|7|5|113.933|3|19.99|69.99|89.98|3|19.99|69.99|89.98|2|y|completely orderable|269|300|70|14|0|26|2|21|y
589|7|5|130.318|3|19.99|69.99|89.98|3|19.99|69.99|89.98|3|y|completely orderable|269|300|70|14|0|26|2|21|y
589|7|5|147.293|3|19.99|69.99|89.98|3|19.99|69.99|89.98|4|y|completely orderable|269|300|70|14|0|26|2|21|y
589|7|5|285.077|3|19.99|69.99|89.98|3|19.99|69.99|89.98|5|y|completely orderable|269|300|70|14|0|26|2|21|y
590|7|5|7.985|2|14.99|14.99|29.98|1|14.99|14.99|14.99|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|129.018|4|14.99|15.0|59.98|2|14.99|15.0|29.99|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|148.569|4|14.99|15.0|59.98|2|14.99|15.0|29.99|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|396.747|10|14.99|49.99|273.88|3|14.99|27.99|57.98|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|439.83|14|14.99|49.99|353.84|4|14.99|27.99|77.97|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|552.344|19|14.99|49.99|488.79|5|14.99|29.99|107.96|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|996.838|29|14.99|49.99|706.71|6|14.99|29.99|137.95|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|1025.642|30|14.99|49.99|726.7|6|14.99|29.99|137.95|1|y|mainly orderable|270|600|477|188|9|34|2|37|y
590|7|5|1054.881|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|?|?|270|600|477|188|9|34|2|37|y
590|7|5|1064.151|33|14.99|49.99|816.67|7|14.99|29.99|167.94|1|y|mainly orderable|270|600|477|188|9|34|2|37|y
590|7|5|1088.123|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1127.332|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1158.451|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1178.773|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1205.666|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1228.554|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1235.501|33|14.99|49.99|816.67|7|14.99|29.99|167.94|2|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1249.872|33|14.99|49.99|816.67|7|14.99|29.99|167.94|1|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1296.428|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1332.707|33|14.99|49.99|816.67|7|14.99|29.99|167.94|1|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1353.326|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1370.555|33|14.99|49.99|816.67|7|14.99|29.99|167.94|3|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1393.893|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1405.564|33|14.99|49.99|816.67|7|14.99|29.99|167.94|4|y|completely orderable|270|600|477|188|9|34|2|37|y
590|7|5|1437.407|33|14.99|49.99|816.67|7|14.99|29.99|167.94|?|y|completely orderable|270|600|477|188|9|34|2|37|y
591|7|5|37.876|3|499.99|499.99|999.98|1|499.99|499.99|499.99|?|?|?|?|?|?|?|?|?|?|?|n
591|7|5|53.378|3|499.99|499.99|999.98|1|499.99|499.99|499.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
591|7|5|65.493|3|499.99|499.99|999.98|1|499.99|499.99|499.99|1|y|?|?|?|?|?|?|?|?|?|n
591|7|5|72.1|3|499.99|499.99|999.98|1|499.99|499.99|499.99|1|y|?|?|?|?|?|?|?|?|?|n
592|7|5|4.151|2|10.0|10.0|20.0|1|10.0|10.0|10.0|?|?|?|?|?|?|?|?|?|?|?|n
592|7|5|113.872|5|1.0|12.99|34.99|2|1.0|10.0|11.0|?|?|?|?|?|?|?|?|?|?|?|n
592|7|5|280.803|10|1.0|19.99|82.48|3|1.0|10.0|16.0|?|?|?|?|?|?|?|?|?|?|?|n
593|7|5|207.554|4|949.99|949.99|3799.96|1|949.99|949.99|949.99|?|?|?|271|600|70|112|2|48|2|590|n
593|7|5|220.962|4|949.99|949.99|3799.96|1|949.99|949.99|949.99|2|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|241.624|4|949.99|949.99|3799.96|1|949.99|949.99|949.99|1|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|265.265|4|949.99|949.99|3799.96|1|949.99|949.99|949.99|2|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3223.642|23|169.99|949.99|9749.78|2|229.99|949.99|1179.98|?|?|?|271|600|70|112|2|48|2|590|n
593|7|5|3310.029|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|1|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3364.974|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|2|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3453.242|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|2|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3493.485|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|?|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3636.262|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|3|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3711.691|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|3|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3745.97|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|?|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3761.612|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|4|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|3992.162|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|3|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4099.668|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|1|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4203.902|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|1|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4235.439|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|?|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4265.902|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|4|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4288.282|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|4|y|completely orderable|271|600|70|112|2|48|2|590|n
593|7|5|4320.477|24|169.99|949.99|9749.78|2|229.99|949.99|1179.98|4|y|completely orderable|271|600|70|112|2|48|2|590|n
