sessionNo,maxBStep,avgBStep,maxOnlineStatus,minOnlineStatus,minAvailability,order
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2583,5.0,3.0,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2584,5.0,3.25,1.0,1.0,1.0,1
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2585,2.0,1.25,1.0,1.0,1.0,0
2586,5.0,2.0,1.0,1.0,1.0,0
2586,5.0,2.0,1.0,1.0,1.0,0
2587,5.0,2.0,1.0,1.0,1.0,0
2587,5.0,2.0,1.0,1.0,1.0,0
2587,5.0,2.0,1.0,1.0,1.0,0
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2588,2.0,1.1666666666666667,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2589,4.0,1.5714285714285714,1.0,1.0,1.0,1
2590,2.0,1.5,1.0,1.0,1.0,0
2590,2.0,1.5,1.0,1.0,1.0,0
2590,2.0,1.5,1.0,1.0,1.0,0
2590,2.0,1.5,1.0,1.0,1.0,0
2590,2.0,1.5,1.0,1.0,1.0,0
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2591,4.0,2.5,1.0,1.0,1.0,1
2592,1.0,1.0,1.0,1.0,1.0,0
2592,1.0,1.0,1.0,1.0,1.0,0
2592,1.0,1.0,1.0,1.0,1.0,0
2592,1.0,1.0,1.0,1.0,1.0,0
2592,1.0,1.0,1.0,1.0,1.0,0
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2593,5.0,2.1818181818181817,1.0,1.0,1.0,1
2594,5.0,2.0,1.0,1.0,1.0,0
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2595,5.0,2.625,1.0,1.0,1.0,1
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2596,1.0,1.0,1.0,1.0,2.0,0
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2597,2.0,1.6363636363636365,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2598,4.0,2.333333333333333,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2599,5.0,2.875,1.0,1.0,1.0,1
2600,5.0,2.0,1.0,1.0,1.0,0
2601,3.0,2.5,1.0,1.0,1.0,0
2601,3.0,2.5,1.0,1.0,1.0,0
2601,3.0,2.5,1.0,1.0,1.0,0
2602,5.0,2.0,1.0,1.0,1.0,0
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2603,4.0,1.391304347826087,1.0,1.0,1.0,1
2604,5.0,3.0,1.0,1.0,1.0,0
2604,5.0,3.0,1.0,1.0,1.0,0
2604,5.0,3.0,1.0,1.0,1.0,0
2604,5.0,3.0,1.0,1.0,1.0,0
2604,5.0,3.0,1.0,1.0,1.0,0
2604,5.0,3.0,1.0,1.0,1.0,0
2605,5.0,3.5,1.0,1.0,1.0,1
2605,5.0,3.5,1.0,1.0,1.0,1
2605,5.0,3.5,1.0,1.0,1.0,1
2605,5.0,3.5,1.0,1.0,1.0,1
2605,5.0,3.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2606,2.0,1.5,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2607,2.0,1.4,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2608,2.0,1.1904761904761905,1.0,1.0,1.0,1
2609,5.0,2.0,1.0,1.0,1.0,0
2610,5.0,2.0,1.0,1.0,1.0,0
2610,5.0,2.0,1.0,1.0,1.0,0
2611,5.0,2.0,1.0,1.0,1.0,0
2611,5.0,2.0,1.0,1.0,1.0,0
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2612,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2613,4.0,1.8,1.0,1.0,1.0,1
2614,1.0,1.0,1.0,1.0,1.0,1
2614,1.0,1.0,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2615,4.0,2.75,1.0,1.0,1.0,1
2616,5.0,2.0,1.0,1.0,1.0,0
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2617,5.0,3.0,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2618,5.0,2.8,1.0,1.0,1.0,1
2619,2.0,2.0,1.0,1.0,1.0,1
2619,2.0,2.0,1.0,1.0,1.0,1
2619,2.0,2.0,1.0,1.0,1.0,1
2619,2.0,2.0,1.0,1.0,1.0,1
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2620,5.0,2.571428571428572,1.0,1.0,1.0,0
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2621,5.0,2.727272727272727,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2622,5.0,3.25,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2623,2.0,2.0,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2624,4.0,2.333333333333333,1.0,1.0,1.0,1
2625,5.0,4.0,1.0,1.0,1.0,0
2625,5.0,4.0,1.0,1.0,1.0,0
2625,5.0,4.0,1.0,1.0,1.0,0
2625,5.0,4.0,1.0,1.0,1.0,0
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2626,4.0,2.142857142857143,1.0,1.0,1.0,1
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2627,2.0,1.4,1.0,1.0,1.0,0
2628,5.0,2.0,1.0,1.0,1.0,0
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2629,4.0,3.0,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2630,5.0,3.4,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2631,5.0,3.2857142857142856,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
2632,5.0,2.5,1.0,1.0,1.0,1
